n	subject	id	task	num	answer	flags	question_short
243	jit	350	slides	340	B	domain_shell|vai_tro_stub	【専門用語】フリーウェア（Freeware） の意味として最も適切なものはどれか。
244	jit	351	slides	341	A	domain_shell|vai_tro_stub	【専門用語】放送権（ほうそうけん） の意味として最も適切なものはどれか。
245	jit	352	slides	342	D	domain_shell|vai_tro_stub	【専門用語】実行ファイル（じっこう File） の意味として最も適切なものはどれか。
246	jit	353	slides	343	A	domain_shell|vai_tro_stub	【専門用語】きげん（きかいしき） の意味として最も適切なものはどれか。
247	jit	354	slides	344	D	domain_shell|vai_tro_stub	【専門用語】著作人格権（ちょさくじんかくけん） の意味として最も適切なものはどれか。
248	jit	355	slides	345	D	domain_shell|vai_tro_stub	【専門用語】ネチケット（netiquette） の意味として最も適切なものはどれか。
249	jit	356	slides	346	A	domain_shell|vai_tro_stub	【専門用語】漏洩（ろうえい） の意味として最も適切なものはどれか。
250	jit	365	slides	355	C	domain_shell|vai_tro_stub	【専門用語】電荷（でんか） の意味として最も適切なものはどれか。
251	jit	366	slides	356	B	domain_shell|vai_tro_stub	【専門用語】透過（とうか） の意味として最も適切なものはどれか。
252	jit	367	slides	357	B	domain_shell|vai_tro_stub	【専門用語】有機 EL ディスプレイ（ゆうき eelectroluminescence display） の意味として最も適切なものはどれか。
253	jit	368	slides	358	C	domain_shell|vai_tro_stub	【専門用語】周波数帯域（ちゅうはすうたいいき） の意味として最も適切なものはどれか。
254	jit	369	slides	359	A	domain_shell|vai_tro_stub	【専門用語】ブロードバンド（broadband） の意味として最も適切なものはどれか。
255	jit	370	slides	360	A	domain_shell|vai_tro_stub	【専門用語】SED（Surface-conduction Electron-emitter Display） の意味として最も適切なものはどれか。
256	jit	371	slides	361	A	domain_shell|vai_tro_stub	【専門用語】盗聴（とうちょう） の意味として最も適切なものはどれか。
257	jit	372	slides	362	C	domain_shell|vai_tro_stub	【専門用語】次のベトナム語の用語を日本語に直しなさい。 phát sóng từng đoạn
258	jit	373	slides	363	A	domain_shell|vai_tro_stub	【専門用語】次のベトナム語の用語を日本語に直しなさい。 ánh sáng phân cực
259	jit	380	slides	370	C	domain_shell|vai_tro_stub	【専門用語】遮蔽物（しゃへいぶつ） の意味として最も適切なものはどれか。
260	jit	381	slides	371	B	domain_shell|vai_tro_stub	【専門用語】ハンズフリー（hands-free） の意味として最も適切なものはどれか。
261	jit	382	slides	372	D	domain_shell|vai_tro_stub	【専門用語】光ファイバ（ひかり fiber） の意味として最も適切なものはどれか。
262	jit	383	slides	373	D	domain_shell|vai_tro_stub	【専門用語】ユビキタス（ubiquitous） の意味として最も適切なものはどれか。
263	jit	384	slides	374	D	domain_shell|vai_tro_stub	【専門用語】POS（Point of Sale） の意味として最も適切なものはどれか。
264	jit	385	slides	375	A	domain_shell|vai_tro_stub	【専門用語】コスト削減（cost さくげん） の意味として最も適切なものはどれか。
265	jit	386	slides	376	B	domain_shell|vai_tro_stub	【専門用語】truyền dữ liệu có dây（55） の意味として最も適切なものはどれか。
266	jit	387	slides	377	C	domain_shell|vai_tro_stub	【専門用語】受信機（じゅしんき） の意味として最も適切なものはどれか。
267	jit	393	slides	383	A	domain_shell|vai_tro_stub	【専門用語】WAN（Wide Area Network） の意味として最も適切なものはどれか。
268	jit	394	slides	384	D	domain_shell|vai_tro_stub	【専門用語】スター型（star がた） の意味として最も適切なものはどれか。
269	jit	395	slides	385	B	domain_shell|vai_tro_stub	【専門用語】ネームサーバ（name server） の意味として最も適切なものはどれか。
270	jit	396	slides	386	D	domain_shell|vai_tro_stub	【専門用語】犯罪的行為（はんざいてきこうい） の意味として最も適切なものはどれか。
271	jit	397	slides	387	D	domain_shell|vai_tro_stub	【専門用語】大域的（たいいきてき） の意味として最も適切なものはどれか。
272	jit	398	slides	388	C	domain_shell|vai_tro_stub	【専門用語】ポータブルオーディオ（portable audio） の意味として最も適切なものはどれか。
273	jit	399	slides	389	B	domain_shell|vai_tro_stub	【専門用語】局所的（きょくしょてき） の意味として最も適切なものはどれか。
274	jit	400	slides	390	B	domain_shell|vai_tro_stub	【専門用語】攻撃（こうげき） の意味として最も適切なものはどれか。
275	jit	409	slides	399	A	domain_shell|vai_tro_stub	【専門用語】人工言語（じんこうげんご） の意味として最も適切なものはどれか。
276	jit	410	slides	400	A	domain_shell|vai_tro_stub	【専門用語】本質的な（ほんしつてきな） の意味として最も適切なものはどれか。
277	jit	411	slides	401	D	domain_shell|vai_tro_stub	【専門用語】IP アドレス（IP address） の意味として最も適切なものはどれか。
278	jit	412	slides	402	B	domain_shell|vai_tro_stub	【専門用語】無償奉仕（むしょうほうし） の意味として最も適切なものはどれか。
279	jit	413	slides	403	B	domain_shell|vai_tro_stub	【専門用語】サブネットマスク（subnet mask） の意味として最も適切なものはどれか。
280	jit	414	slides	404	B	domain_shell|vai_tro_stub	【専門用語】大幅に（おおはばに） の意味として最も適切なものはどれか。
281	jit	415	slides	405	C	domain_shell|vai_tro_stub	【専門用語】物理層（ぶつりそう） の意味として最も適切なものはどれか。
282	jit	416	slides	406	D	domain_shell|vai_tro_stub	【専門用語】一覧表（いちらんひょう） の意味として最も適切なものはどれか。
283	jit	417	slides	407	D	domain_shell|vai_tro_stub	【専門用語】次のベトナム語の用語を日本語に直しなさい。 giao thức mạng
284	jit	418	slides	408	A	domain_shell|vai_tro_stub	【専門用語】次のベトナム語の用語を日本語に直しなさい。 phần mềm ứng dụng
285	jit	423	slides	413	C	domain_shell|vai_tro_stub	【専門用語】出力結果（しゅつりょくけっか） の意味として最も適切なものはどれか。
286	jit	424	slides	414	B	domain_shell|vai_tro_stub	【専門用語】オリジネータ（originator） の意味として最も適切なものはどれか。
287	jit	425	slides	415	A	domain_shell|vai_tro_stub	【専門用語】匿名（とくめい） の意味として最も適切なものはどれか。
288	jit	426	slides	416	D	domain_shell|vai_tro_stub	【専門用語】電子マネー（でんし money） の意味として最も適切なものはどれか。
289	jit	427	slides	417	A	domain_shell|vai_tro_stub	【専門用語】BtoC 企業対消費者（Business to Consumer きぎょうたいしょうひしゃ） の意味として最も適切なものはどれか。
290	jit	428	slides	418	D	domain_shell|vai_tro_stub	【専門用語】受注（じゅちゅう） の意味として最も適切なものはどれか。
291	jit	429	slides	419	D	domain_shell|vai_tro_stub	【専門用語】電子商取引（でんししょうとりひき） の意味として最も適切なものはどれか。
292	jit	430	slides	420	D	domain_shell	【専門用語】次のベトナム語の用語を日本語に直しなさい。 thương mại tốc độ ánh sáng
293	jit	437	slides	427	B	domain_shell|vai_tro_stub	【専門用語】認証（にんしょう） の意味として最も適切なものはどれか。
294	jit	438	slides	428	B	domain_shell|vai_tro_stub	【専門用語】復元する（ふくげんする） の意味として最も適切なものはどれか。
295	jit	439	slides	429	D	domain_shell|vai_tro_stub	【専門用語】秘密鍵（ひみつかぎ） の意味として最も適切なものはどれか。
296	jit	440	slides	430	D	domain_shell|vai_tro_stub	【専門用語】秘密鍵方式（ひみつかぎほうしき） の意味として最も適切なものはどれか。
297	jit	441	slides	431	D	domain_shell|vai_tro_stub	【専門用語】錠（じょう） の意味として最も適切なものはどれか。
298	jit	442	slides	432	D	domain_shell|vai_tro_stub	【専門用語】当人（とうにん） の意味として最も適切なものはどれか。
299	jit	443	slides	433	B	domain_shell|vai_tro_stub	【専門用語】古典的（こてんてき） の意味として最も適切なものはどれか。
300	jit	444	slides	434	D	domain_shell|vai_tro_stub	【専門用語】デジタル証明書（digital しょうめいしょ） の意味として最も適切なものはどれか。
301	jit	452	slides	442	A	domain_shell|vai_tro_stub	【専門用語】パターンファイル（pattern file） の意味として最も適切なものはどれか。
302	jit	453	slides	443	A	domain_shell|vai_tro_stub	【専門用語】踏み台（ふみだい） の意味として最も適切なものはどれか。
303	jit	454	slides	444	A	domain_shell|vai_tro_stub	【専門用語】悪用する（あくようする） の意味として最も適切なものはどれか。
304	jit	455	slides	445	A	domain_shell|vai_tro_stub	【専門用語】即座に（そくざに） の意味として最も適切なものはどれか。
305	jit	456	slides	446	A	domain_shell|vai_tro_stub	【専門用語】挙動（きょどう） の意味として最も適切なものはどれか。
306	jit	457	slides	447	B	domain_shell|vai_tro_stub	【専門用語】不正侵入（ふせいしんにゅう） の意味として最も適切なものはどれか。
307	jit	458	slides	448	A	domain_shell|vai_tro_stub	【専門用語】thời gian trung bình để sửa chữa（55） の意味として最も適切なものはどれか。
308	jit	459	slides	449	C	domain_shell|vai_tro_stub	【専門用語】信頼度成長曲線（しんらいどせいちょう きょくせん） の意味として最も適切なものはどれか。
309	jit	469	slides	459	A	domain_shell|vai_tro_stub	【専門用語】出力装置（しゅつりょくそうち） の意味として最も適切なものはどれか。
310	jit	470	slides	460	B	domain_shell|vai_tro_stub	【専門用語】クロック（clock） の意味として最も適切なものはどれか。
311	jit	471	slides	461	C	domain_shell|vai_tro_stub	【専門用語】グラフィックプロセッサ（graphic processor） の意味として最も適切なものはどれか。
312	jit	472	slides	462	B	domain_shell|vai_tro_stub	【専門用語】チップセット（chip set） の意味として最も適切なものはどれか。
313	jit	473	slides	463	A	domain_shell|vai_tro_stub	【専門用語】USB（Universal System Bus） の意味として最も適切なものはどれか。
314	jit	474	slides	464	A	domain_shell|vai_tro_stub	【専門用語】基板（きばん） の意味として最も適切なものはどれか。
315	jit	475	slides	465	A	domain_shell|vai_tro_stub	【専門用語】演算装置（えんざんそうち） の意味として最も適切なものはどれか。
316	jit	476	slides	466	A	domain_shell|vai_tro_stub	【専門用語】整数（せいすう） の意味として最も適切なものはどれか。
317	jit	477	slides	467	C	domain_shell|vai_tro_stub	【専門用語】次のベトナム語の用語を日本語に直しなさい。 cung từ
318	jit	478	slides	468	B	domain_shell	【専門用語】次のベトナム語の用語を日本語に直しなさい。 解像度
319	jit	485	slides	475	C	domain_shell|vai_tro_stub	【専門用語】余る（あまる） の意味として最も適切なものはどれか。
320	jit	486	slides	476	D	domain_shell|vai_tro_stub	【専門用語】削る（けずる） の意味として最も適切なものはどれか。
321	jit	487	slides	477	B	domain_shell|vai_tro_stub	【専門用語】ダイオード（diode） の意味として最も適切なものはどれか。
322	jit	488	slides	478	C	domain_shell|vai_tro_stub	【専門用語】半導体（はんどうたい） の意味として最も適切なものはどれか。
323	jit	489	slides	479	D	domain_shell|vai_tro_stub	【専門用語】電球（でんきゅう） の意味として最も適切なものはどれか。
324	jit	490	slides	480	A	domain_shell|vai_tro_stub	【専門用語】発光ダイオード LED（はっこう diode Light Emitting Diode） の意味として最も適切なものはどれか。
325	jit	491	slides	481	A	domain_shell|vai_tro_stub	【専門用語】論理積（ろんりせき） の意味として最も適切なものはどれか。
326	jit	492	slides	482	C	domain_shell|vai_tro_stub	【専門用語】論理素子（ろんりそし） の意味として最も適切なものはどれか。
327	jit	500	slides	490	D	domain_shell|vai_tro_stub	【専門用語】基数（きすう） の意味として最も適切なものはどれか。
328	jit	501	slides	491	A	domain_shell|vai_tro_stub	【専門用語】16 進数（じゅうろくしんすう） の意味として最も適切なものはどれか。
329	jit	502	slides	492	B	domain_shell|vai_tro_stub	【専門用語】書き並べる（かきならべる） の意味として最も適切なものはどれか。
330	jit	503	slides	493	D	domain_shell|vai_tro_stub	【専門用語】10 進数（じっしんすう） の意味として最も適切なものはどれか。
331	jit	504	slides	494	D	domain_shell|vai_tro_stub	【専門用語】合計する（ごうけいする） の意味として最も適切なものはどれか。
332	jit	505	slides	495	B	domain_shell|vai_tro_stub	【専門用語】テイラー展開（Taylor てんかい） の意味として最も適切なものはどれか。
333	jit	506	slides	496	A	domain_shell|vai_tro_stub	【専門用語】加減乗除（かげんじょうじょ） の意味として最も適切なものはどれか。
334	jit	507	slides	497	A	domain_shell|vai_tro_stub	【専門用語】余り（あまり） の意味として最も適切なものはどれか。
335	jit	517	slides	507	B	domain_shell|vai_tro_stub	【専門用語】性能（せいのう） の意味として最も適切なものはどれか。
336	jit	518	slides	508	B	domain_shell|vai_tro_stub	【専門用語】客観的（きゃっかんてき） の意味として最も適切なものはどれか。
337	jit	519	slides	509	D	domain_shell|vai_tro_stub	【専門用語】改行コード（かいぎょう code） の意味として最も適切なものはどれか。
338	jit	520	slides	510	A	domain_shell|vai_tro_stub	【専門用語】JIS コード（Japanese Industrial Standard code） の意味として最も適切なものはどれか。
339	jit	521	slides	511	B	domain_shell|vai_tro_stub	【専門用語】オペレーティング システム（operating system） の意味として最も適切なものはどれか。
340	jit	522	slides	512	C	domain_shell|vai_tro_stub	【専門用語】主観的（しゅかんてき） の意味として最も適切なものはどれか。
341	jit	523	slides	513	C	domain_shell|vai_tro_stub	【専門用語】指摘する（してきする） の意味として最も適切なものはどれか。
342	jit	524	slides	514	C	domain_shell|vai_tro_stub	【専門用語】最小単位（さいしょうたんい） の意味として最も適切なものはどれか。
343	jit	530	slides	520	A	domain_shell|vai_tro_stub	【専門用語】インクジェット プリンタ（inkjet printer） の意味として最も適切なものはどれか。
344	jit	531	slides	521	B	domain_shell|vai_tro_stub	【専門用語】原色（げんしょく） の意味として最も適切なものはどれか。
345	jit	532	slides	522	C	domain_shell|vai_tro_stub	【専門用語】量子化数（りょうしかすう） の意味として最も適切なものはどれか。
346	jit	533	slides	523	D	domain_shell|vai_tro_stub	【専門用語】音符（おんぷ） の意味として最も適切なものはどれか。
347	jit	534	slides	524	D	domain_shell|vai_tro_stub	【専門用語】特殊なコード（とくしゅな code） の意味として最も適切なものはどれか。
348	jit	535	slides	525	A	domain_shell|vai_tro_stub	【専門用語】縦横（たてよこ） の意味として最も適切なものはどれか。
349	jit	536	slides	526	C	domain_shell|vai_tro_stub	【専門用語】静止画像（せいしがぞう） の意味として最も適切なものはどれか。
350	jit	537	slides	527	C	domain_shell|vai_tro_stub	【専門用語】接続端子（せつぞくたんし） の意味として最も適切なものはどれか。
351	jit	538	slides	528	B	domain_shell|vai_tro_stub	【専門用語】次のベトナム語の用語を日本語に直しなさい。 mảnh giấy nhỏ , dài
352	jit	539	slides	529	C	domain_shell|vai_tro_stub	【専門用語】次のベトナム語の用語を日本語に直しなさい。 nốt nhạc
353	jit	545	slides	535	B	domain_shell|vai_tro_stub	【専門用語】パリティチェック（parity check） の意味として最も適切なものはどれか。
354	jit	546	slides	536	A	domain_shell|vai_tro_stub	【専門用語】判定（はんてい） の意味として最も適切なものはどれか。
355	jit	547	slides	537	D	domain_shell|vai_tro_stub	【専門用語】差分（さぶん） の意味として最も適切なものはどれか。
356	jit	548	slides	538	A	domain_shell|vai_tro_stub	【専門用語】不可逆（ふかぎゃく） の意味として最も適切なものはどれか。
357	jit	549	slides	539	D	domain_shell|vai_tro_stub	【専門用語】BPS（Bit Per Second） の意味として最も適切なものはどれか。
358	jit	550	slides	540	A	domain_shell|vai_tro_stub	【専門用語】損なう（そこなう） の意味として最も適切なものはどれか。
359	jit	551	slides	541	B	domain_shell|vai_tro_stub	【専門用語】プロセッサー（processor） の意味として最も適切なものはどれか。
360	jit	552	slides	542	A	domain_shell|vai_tro_stub	【専門用語】車線（しゃせん） の意味として最も適切なものはどれか。
361	jit	560	slides	550	C	domain_shell|vai_tro_stub	【専門用語】ガレージ（ｇ arage） の意味として最も適切なものはどれか。
362	jit	561	slides	551	A	domain_shell|vai_tro_stub	【専門用語】LINUX（リナックス） の意味として最も適切なものはどれか。
363	jit	562	slides	552	C	domain_shell|vai_tro_stub	【専門用語】UNIX（ユニックス） の意味として最も適切なものはどれか。
364	jit	563	slides	553	D	domain_shell|vai_tro_stub	【専門用語】中身（なかみ） の意味として最も適切なものはどれか。
365	jit	564	slides	554	C	domain_shell|vai_tro_stub	【専門用語】相違（そうい） の意味として最も適切なものはどれか。
366	jit	565	slides	555	C	domain_shell|vai_tro_stub	【専門用語】スワッピング（s wapping） の意味として最も適切なものはどれか。
367	jit	566	slides	556	C	domain_shell|vai_tro_stub	【専門用語】マルチユーザ（multiuser） の意味として最も適切なものはどれか。
368	jit	568	slides	558	C	domain_shell|vai_tro_stub	【専門用語】次のベトナム語の用語を日本語に直しなさい。 tiến xa , nhảy vọt
369	jit	573	slides	563	D	domain_shell|vai_tro_stub	【専門用語】階層構造（かいそうこうぞう） の意味として最も適切なものはどれか。
370	jit	574	slides	564	D	domain_shell|vai_tro_stub	【専門用語】起動（きどう） の意味として最も適切なものはどれか。
371	jit	575	slides	565	A	domain_shell|vai_tro_stub	【専門用語】リレーショナル 表現（Relational ひょうげん） の意味として最も適切なものはどれか。
372	jit	576	slides	566	A	domain_shell|vai_tro_stub	【専門用語】網的表現（あみてきひょうげん） の意味として最も適切なものはどれか。
373	jit	577	slides	567	A	domain_shell|vai_tro_stub	【専門用語】急激（きゅうげき） の意味として最も適切なものはどれか。
374	jit	578	slides	568	D	domain_shell|vai_tro_stub	【専門用語】自然な結合（しぜんなけつごう） の意味として最も適切なものはどれか。
375	jit	579	slides	569	C	domain_shell|vai_tro_stub	【専門用語】共通部分（きょうつうぶぶん） の意味として最も適切なものはどれか。
376	jit	580	slides	570	B	domain_shell|vai_tro_stub	【専門用語】実用性（じつようせい） の意味として最も適切なものはどれか。
377	jit	587	slides	577	C	domain_shell|vai_tro_stub	【専門用語】昇順（しょうじゅん） の意味として最も適切なものはどれか。
378	jit	588	slides	578	A	domain_shell|vai_tro_stub	【専門用語】更新（こうしん） の意味として最も適切なものはどれか。
379	jit	589	slides	579	A	domain_shell|vai_tro_stub	【専門用語】削除（さくじょ） の意味として最も適切なものはどれか。
380	jit	590	slides	580	A	domain_shell|vai_tro_stub	【専門用語】SQL（Structured Query Language） の意味として最も適切なものはどれか。
381	jit	591	slides	581	B	domain_shell|vai_tro_stub	【専門用語】要素名（ようそめい） の意味として最も適切なものはどれか。
382	jit	592	slides	582	D	domain_shell|vai_tro_stub	【専門用語】構文（こうぶん） の意味として最も適切なものはどれか。
383	jit	593	slides	583	A	domain_shell|vai_tro_stub	【専門用語】ワイルドカード（wildcard） の意味として最も適切なものはどれか。
384	jit	594	slides	584	C	domain_shell|vai_tro_stub	【専門用語】降順（こうじゅん） の意味として最も適切なものはどれか。
385	jit	603	slides	593	C	domain_shell|vai_tro_stub	【専門用語】動作（どうさ） の意味として最も適切なものはどれか。
386	jit	604	slides	594	A	domain_shell|vai_tro_stub	【専門用語】蓄える（たくわえる） の意味として最も適切なものはどれか。
387	jit	605	slides	595	A	domain_shell|vai_tro_stub	【専門用語】低級言語（ていきゅうげんご） の意味として最も適切なものはどれか。
388	jit	606	slides	596	B	domain_shell|vai_tro_stub	【専門用語】定型的（ていけいてき） の意味として最も適切なものはどれか。
389	jit	607	slides	597	A	domain_shell|vai_tro_stub	【専門用語】四則演算（しそくえんざん） の意味として最も適切なものはどれか。
390	jit	608	slides	598	B	domain_shell|vai_tro_stub	【専門用語】コンパイラ（compiler） の意味として最も適切なものはどれか。
391	jit	609	slides	599	A	domain_shell|vai_tro_stub	【専門用語】添え字（そえじ） の意味として最も適切なものはどれか。
392	jit	610	slides	600	A	domain_shell|vai_tro_stub	【専門用語】XML 言語（XML げんご） の意味として最も適切なものはどれか。
393	jit	618	slides	608	B	domain_shell|vai_tro_stub	【専門用語】頻繁（ひんぱん） の意味として最も適切なものはどれか。
394	jit	619	slides	609	B	domain_shell|vai_tro_stub	【専門用語】エラー対策（error たいさく） の意味として最も適切なものはどれか。
395	jit	620	slides	610	B	domain_shell|vai_tro_stub	【専門用語】書き下す（かきくだす） の意味として最も適切なものはどれか。
396	jit	621	slides	611	B	domain_shell|vai_tro_stub	【専門用語】試行錯誤（しこうさくご） の意味として最も適切なものはどれか。
397	jit	622	slides	612	A	domain_shell|vai_tro_stub	【専門用語】フローチャート（flowchart） の意味として最も適切なものはどれか。
398	jit	623	slides	613	C	domain_shell|vai_tro_stub	【専門用語】投入（とうにゅう） の意味として最も適切なものはどれか。
399	jit	624	slides	614	A	domain_shell|vai_tro_stub	【専門用語】身振り（みぶり） の意味として最も適切なものはどれか。
400	jit	625	slides	615	D	domain_shell|vai_tro_stub	【専門用語】バブルソート（bubble sort） の意味として最も適切なものはどれか。
