n	subject	id	task	num	answer	flags	question_short
207	mln	239	all	239	ABD	khop_dap_an	Sự khác biệt về mục tiêu giữa kinh tế thị trường định hướng xã hội chủ nghĩa với kinh tế thị trường tư bản chủ nghĩa là 
208	mln	240	all	240	A	khop_dap_an	Mục đích trực tiếp của nền sản xuất tư bản chủ nghĩa là gì?
209	mln	241	all	241	C	khop_dap_an	Các hình thức cơ bản của địa tô tư bản chủ nghĩa
210	mln	242	all	242	D	khop_dap_an	Sự ra đời của chủ nghĩa tư bản độc quyền nhà nước nhằm:
211	mln	243	all	243	A	domain_shell|vai_tro_stub|khop_dap_an	Trong lĩnh vực chính trị, các chính phụ nghị viện tự sản hiện đại được tổ chức giống với mô hình nào?
212	mln	244	all	244	B	domain_shell|vai_tro_stub	Trong giai đoạn chủ nghĩa tư bản cạnh tranh tự do, quy luật giá trị thặng dư biểu hiện thành quy luật.
213	mln	245	all	245	C	khop_dap_an	Hai hình thức của tiền công cơ bản:
214	mln	246	all	246	B	khop_dap_an	Có hai hình thức trả tiền công của nhà tư bản đó là
215	mln	247	all	247	D	domain_shell|khop_dap_an	Chọn ý đúng về tăng NSLĐ và tăng cường độ lao động:
216	mln	248	all	248	C	khop_dap_an	Công thức chung của tư bản phản ánh:
217	mln	249	all	249	C	khop_dap_an	Tuần hoàn tư bản công nghiệp là sự thống nhất của ba hình thái tuần hoàn:
218	mln	250	all	250	C	domain_shell|vai_tro_stub|khop_dap_an	Nguồn gốc chủ yếu của tích lũy tư bản là:
219	mln	251	all	251	C	khop_dap_an	Tiền lương tính theo sản phẩm là:
220	mln	252	all	252	A	khop_dap_an	Mức độ giàu có của xã hội phụ thuộc chủ yếu vào:
221	mln	253	all	253	B	domain_shell|vai_tro_stub|khop_dap_an	Tư bản bất biến (c) và tư bản khả biến (v) thuộc phạm trù tư bản nào?
222	mln	254	all	254	B	khop_dap_an	Tiền công tư bản có hai hình thức đó là
223	mln	255	all	255	C	domain_shell|vai_tro_stub|khop_dap_an	Chủ nghĩa tư bản độc quyền nhà nước hình thành rõ nét từ:
224	mln	256	all	256	D	khop_dap_an	Về lượng tỷ suất lợi nhuận (p') là:
225	mln	257	all	257	C	khop_dap_an	Giá trị thặng dư tương đối có được do:
226	mln	258	all	258	C	khop_dap_an	Tập trung tư bản là:
227	mln	259	all	259	D	khop_dap_an	Thế nào là lao động cụ thể?
228	mln	260	all	260	B	khop_dap_an	Xét về giá trị của hàng hóa, hàng hóa càng khan hiếm thì
229	mln	261	all	261	D	khop_dap_an	Các phương thức sản xuất nối tiếp nhau trong lịch sử theo trình tự nào?
230	mln	262	all	262	A	khop_dap_an	Sản xuất hàng hoá xuất hiện dựa trên:
231	mln	263	all	263	B	khop_dap_an	Sức lao động là:
232	mln	264	all	264	C	khop_dap_an	Tư bản khả biến (V) là:
233	mln	265	all	265	B	khop_dap_an	Giá trị sức lao động được đo gián tiếp bằng:
234	mln	266	all	266	A	khop_dap_an	Mâu thuẫn cơ bản của sản xuất hàng hóa là gì?
235	mln	267	all	267	C	khop_dap_an	Hai hàng hoá trao đổi được với nhau vì:
236	mln	268	all	268	A	domain_shell|vai_tro_stub	Khi nghiên cứu phương thức sản xuất TBCN, C.Mác bắt đầu từ
237	mln	269	all	269	C	khop_dap_an	Trong những trường hợp nào sau đây của hao phí lao động cá biệt, trường hợp nào không đáp ứng yêu cầu của quy luật giá t
238	mln	270	all	270	D	khop_dap_an	Giá trị sử dụng của hàng hóa sức lao động được coi là:
239	mln	271	all	271	B	khop_dap_an	Phân công lao động xã hội được xác định là
240	mln	272	all	272	A	khop_dap_an	Giá trị xã hội của hàng hoá công nghiệp và nông nghiệp giống nhau ở chỗ dựa trên:
241	mln	273	all	273	A	khop_dap_an	Trên giác độ KTCT, chi phí sản xuất tư bản được quan điểm là:
242	mln	275	all	275	A	domain_shell|vai_tro_stub	Quan hệ cung cầu thuộc khâu nào của quá trình tái sản xuất xã hội?
243	mln	276	all	276	B	khop_dap_an	Khi nào tiền tệ ra đời?
244	mln	277	all	277	C	khop_dap_an	Chọn định nghĩa chính xác về tư bản:
245	mln	278	all	278	A	khop_dap_an	Vì sao hàng hóa có hai thuộc tính là giá trị và giá trị sử dụng?
246	mln	279	all	279	C	khop_dap_an	Căn cứ vào đâu để phân chia tư bản cố định và tư bản lưu động?
247	mln	280	all	280	A	domain_shell|vai_tro_stub|khop_dap_an	Thuật ngữ "kinh tế- chính trị" được sử dụng lần đầu tiên vào năm nào?
248	mln	281	all	281	B	domain_shell|vai_tro_stub	Ai là người đầu tiên đưa ra khái niệm "kinh tế- chính trị"?
249	mln	283	all	283	C	khop_dap_an	Thế nào là sản xuất tự cung, tự cấp?
250	mln	284	all	284	A	khop_dap_an	Thế nào là lao động phức tạp?
251	mln	285	all	285	A	domain_shell|vai_tro_stub|khop_dap_an	Khi lạm phát phi mã xảy ra, hình thức sử dụng tiền nào có lợi nhất?
252	mln	286	all	286	B	khop_dap_an	Điều kiện để tiền biến thành tư bản là:
253	mln	287	all	287	D	domain_shell|vai_tro_stub|khop_dap_an	Quy luật kinh tế cơ bản của chủ nghĩa tư bản là
254	mln	289	all	289	D	domain_shell|vai_tro_stub	Học thuyết kinh tế nào của C.Mác được coi là hòn đá tảng
255	mln	290	all	290	C	domain_shell|khop_dap_an	Điều kiện để ra đời và tồn tại của sản xuất hàng hóa:
256	mln	291	all	291	A	domain_shell|vai_tro_stub|khop_dap_an	Lượng giá trị của hàng hóa là yếu tố
257	mln	292	all	292	B	khop_dap_an	Về bản chất lợi nhuận và giá trị thặng dư đều là:
258	mln	293	all	293	B	khop_dap_an	Điểm giống nhau giữa tăng năng suất lao động và tăng cường độ lao động?
259	mln	294	all	294	B	khop_dap_an	Dựa vào căn cứ nào để chia tư bản thành tư bản bất biến và tư bản khả biến (c & v)
260	mln	295	all	295	C	khop_dap_an	Tư bản bất biến
261	mln	296	all	296	B	khop_dap_an	Giá trị thặng dư là:
262	mln	297	all	297	C	khop_dap_an	Giá trị sử dụng của hàng hóa là khái niệm dùng để chỉ
263	mln	298	all	298	A	domain_shell|vai_tro_stub|khop_dap_an	Nguồn gốc của giá trị hàng hóa được tạo ra từ đầu?
264	mln	299	all	299	C	khop_dap_an	Chọn phương án đúng về quy luật kinh tế:
265	mln	300	all	300	D	domain_shell|vai_tro_stub|khop_dap_an	Trong các yếu tố sau đây, yếu tố nào được xác định là thực thể giá trị của hàng hóa?
266	mln	301	all	301	C	khop_dap_an	Hao mòn hữu hình là:
267	mln	302	all	302	D	domain_shell|vai_tro_stub|khop_dap_an	Trong thời đại ngày nay, lực lượng sản xuất bao gồm các yếu tố nào?
268	mln	303	all	303	C	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Đảng cộng sản Việt Nam là đảng cầm quyền do yếu tố nào sau đây quy định?
269	mln	304	all	304	C	domain_shell|vai_tro_stub	Thông qua việc giải quyết các quan hệ nào để từ đó giúp cho các chủ thể trong xã hội vận dụng các quy luật kinh tế, tạo 
270	mln	305	all	305	D	khop_dap_an	Về lượng (hỏi về lượng) tỷ suất lợi nhuận (p') là:
271	mln	306	all	306	D	domain_shell|vai_tro_stub|khop_dap_an	Quy luật căn bản của sản xuất và lưu thông hàng hóa là quy luật nào?
272	mln	307	all	307	D	domain_shell|vai_tro_stub|khop_dap_an	Tư liệu lao động gồm có:
273	mln	308	all	308	D	khop_dap_an	Những chức năng nào của tiền tệ đòi hỏi phải có tiền vàng?
274	mln	309	all	309	C	domain_shell|vai_tro_stub	Theo kinh tế - chính trị Mác - Lênin, loại tiền nào có chức năng cất trữ?
275	mln	310	all	310	AC	khop_dap_an	Mục tiêu của kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam là gì? Chọn hai đáp án.
276	mln	311	all	311	B	khop_dap_an	Mục tiêu phát triển kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam bao gồm những giá trị nào?
277	mln	312	all	312	A	khop_dap_an	Thế nào là phân công lao động xã hội?
278	mln	313	all	313	A	khop_dap_an	Tái sản xuất tư bản gồm có hai hình thức cơ bản đó là
279	mln	314	all	314	B	khop_dap_an	Giá trị sử dụng của hàng hóa phản ánh tính chất nào sau đây
280	mln	315	all	315	B	domain_shell|vai_tro_stub|khop_dap_an	Quá trình sản xuất tư bản là quá trình sản xuất
281	mln	316	all	316	C	domain_shell|vai_tro_stub|khop_dap_an	Trong kinh tế hàng hóa, lạm phát là hiện tượng kinh tế
282	mln	318	all	318	C	domain_shell|vai_tro_stub|khop_dap_an	Chi phí sản xuất tư bản tính bằng công thức nào sau đây
283	mln	319	all	319	B	khop_dap_an	Tích lũy tư bản là xét về bản chất là
284	mln	320	all	320	C	domain_shell|vai_tro_stub	Trong sản xuất hàng hóa tồn tại song song bao nhiêu mặt
285	mln	321	all	321	B	domain_shell|vai_tro_stub|khop_dap_an	Mục đích của sản xuất hàng hóa là thỏa mãn nhu cầu của
286	mln	322	all	322	C	khop_dap_an	Chủ nghĩa tư bản ra đời phải có mấy nguyên nhân
287	mln	324	all	324	B	domain_shell|vai_tro_stub	Ai là người đầu tiên phát minh ra tính hai mặt của lao động sản xuất hàng hóa: lao động cụ thể và lao động trừu tượng?
288	mln	325	all	325	B	domain_shell|vai_tro_stub	Theo quan điểm của KTCT Mác- Lênin, khủng hoảng kinh tế của chủ nghĩa tư bản mang tính
289	mln	327	all	327	B	khop_dap_an	Lượng giá trị hàng hóa nhiều hay ít, cao hay thấp, được xác định như thế nào?
290	mln	328	all	328	C	domain_shell|vai_tro_stub|khop_dap_an	Xét về thời gian, kinh tế hàng hóa ra đời sau
291	mln	329	all	329	A	domain_shell|vai_tro_stub|khop_dap_an	Mâu thuẫn chung trong công thức chung của tư bản là:
292	mln	330	all	330	C	domain_shell|vai_tro_stub|khop_dap_an	Khối lượng giá trị thặng dư (M) được tính bằng công thức
293	mln	332	all	332	B	khop_dap_an	Chi phí sản xuất tư bản xét về lượng luôn luôn
294	mln	333	all	333	B	khop_dap_an	Chỉ phí sản xuất tư bản tương quan như thế nào với chi phí sản xuất thực tế?
295	mln	334	all	334	C	domain_shell|vai_tro_stub|khop_dap_an	Hàng hóa sức lao động ra đời phải dựa trên mấy điều kiện
296	mln	336	all	336	B	khop_dap_an	Các nhân tố ảnh hưởng tối lượng giá trị hàng hóa:
297	mln	337	all	337	A	khop_dap_an	Tích tụ và tập trung tư bản giống nhau ở
298	mln	338	all	338	B	khop_dap_an	Giá trị thặng dư siêu ngạch là hình thức
299	mln	339	all	339	A	khop_dap_an	Phương thức sản xuất tư bản chủ nghĩa hình thành và thay thế cho phương thức sản sản xuất nào?
300	mln	340	all	340	A	khop_dap_an	Điểm giống nhau giữa địa tô tuyệt đối và địa tô chênh lệch đó là
301	mln	341	all	341	A	domain_shell|vai_tro_stub|khop_dap_an	Về mặt lịch sử, các hình thức tổ chức độc quyền cơ bản từ thấp đến cao đó là
302	mln	342	all	342	C	khop_dap_an	Nhận định nào sau đây là sai?
303	mln	343	all	343	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Tổ chức Hợp tác và Phát triển kinh tế gọi tắt là gì?
304	mln	344	all	344	A	domain_shell|vai_tro_stub|khop_dap_an	Sự phát triển của tư bản tài chính dẫn đến sự hình thành của
305	mln	345	all	345	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Mục đích chủ yếu của các Conglomerate là thu lợi nhuận từ đâu?
306	mln	347	all	347	C	khop_dap_an	m'- Tỷ suất giá trị thặng dư là
307	mln	348	all	348	A	khop_dap_an	Yếu tố quyết định đến giá cả hàng hoá là
308	mln	349	all	349	ABC	khop_dap_an	Tăng tốc độ chu chuyển của tư bản sẽ dẫn tới? (chọn nhiêu đáp án)
309	mln	350	all	350	A	domain_shell|vai_tro_stub	Chức năng nào của kinh tế chính trị Mác - Lênin thể hiện sự vận dụng đúng các quy luật kinh tế khách quan thông qua điều
310	mln	351	all	351	A	domain_shell|vai_tro_stub|khop_dap_an	Tư bản cố định và tư bản lưu động thuộc phạm trù tư bản nào?
311	mln	352	all	352	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Vê mặt lượng giữa p' và m' thì:
312	mln	353	all	353	A	domain_shell|vai_tro_stub|khop_dap_an	Các hình thức độc quyền nào thấp nhất trong các hình thức sau?
313	mln	354	all	354	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Lĩnh vực nghiên cứu trọng tâm của chủ nghĩa trọng thương là gì?
314	mln	355	all	355	A	domain_shell|vai_tro_stub	Điền vào chỗ trống để hoàn thành câu sau: "Chính trị kinh tế học tuyệt nhiên không nghiên cứu sự sản xuất, mà nghiên cứu
315	mln	356	all	356	C	domain_shell|vai_tro_stub|khop_dap_an	Kinh tế hàng hóa là sự tiếp nỗi của:
316	mln	357	all	357	A	khop_dap_an	Tiên tệ là bánh xe vĩ đại của lưu thông. Câu nói này là của ai và theo anh (chị) nó có đúng không?
317	mln	358	all	358	A	khop_dap_an	Sự khác nhau giữa địa tô tuyệt đối và địa tô chênh lệch đó là:
318	mln	359	all	359	D	domain_shell|vai_tro_stub|khop_dap_an	Đâu là công thức cấu thành lượng giá trị một đơn vị hàng hóa (G)?
319	mln	360	all	360	A	domain_shell|vai_tro_stub|khop_dap_an	Gọi W là giá trị hàng hóa, vậy công thức tính giá trị hàng hóa là gì?
320	mln	361	all	361	A	khop_dap_an	Cuộc khủng hoảng nào đã làm phá sản doanh nghiệp vừa và nhỏ, các doanh nghiệp lớn còn tồn tại dẫn tới hình thành các doa
321	mln	362	all	362	A	khop_dap_an	*Nguyên nhân của bản chất khủng hoảng kinh tế chủ nghĩa tư bản là:
322	mln	363	all	363	A	domain_shell|khop_dap_an	Khi vàng trở thành vật ngang giá chung để trao đổi hàng hóa thì hình thái nào xuất hiện?
323	mln	364	all	364	A	khop_dap_an	Đâu là nguồn (cơ sở) của tích lũy tư bản?
324	mln	365	all	365	A	domain_shell|vai_tro_stub	Yếu tố nào được điều chỉnh bởi quy luật kinh tế tác động vào các động cơ lợi ích và quan hệ lợi ích của con người?
325	mln	366	all	366	B	domain_shell|vai_tro_stub	Tuần hoàn của tư bản công nghiệp trải qua mãy giai đoạn?
326	mln	367	all	367	A	domain_shell|vai_tro_stub|khop_dap_an	Điền vào chỗ trống đẽ hoàn thành câu sau: "...đẻ ra tập trung sản xuất và sự tập trung sản xuất này, khi phát triễn tới 
327	mln	368	all	368	A	khop_dap_an	Công bằng trong phân phối có những quan niệm chính nào?
328	mln	370	all	370	C	domain_shell|vai_tro_stub|khop_dap_an	Nếu nhà tư bản trà công theo đúng giá trị sức lao động thì có còn bóc lột giá trị thặng dư không?
329	mln	371	all	371	C	khop_dap_an	Thời gian lao động xã hội cần thiết có thế được đo bằng thời gian lao động cá biệt của nhà sản xuất:
330	mln	372	all	372	A	domain_shell|vai_tro_stub|khop_dap_an	Sở hữu chịu sự quy định trực tiếp của yếu tố nào?
331	mln	373	all	373	B	khop_dap_an	Hàng hóa là gì:
332	mln	374	all	374	B	khop_dap_an	Hàng hóa là gì?
333	mln	375	all	375	C	khop_dap_an	M - khối lượng giá trị thặng dư phản ánh điều gì?
334	mln	376	all	376	A	domain_shell|vai_tro_stub|khop_dap_an	Giá trị sử dụng của hàng hóa là giá trị sử dụng nhằm đáp ứng yêu cầu của ai?
335	mln	377	all	377	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Chủ nghĩa trọng nông tập trung trọng tâm vào nghiên cứu lĩnh vực nào?
336	mln	378	all	378	A	domain_shell|vai_tro_stub|khop_dap_an	Kinh tế thị trường phải được điều tiết bởi yếu tố nào?
337	mln	379	all	379	A	khop_dap_an	Các tố chức độc quyền hình thành trên cơ sở:
338	mln	380	all	380	D	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Tỷ suất lợi nhuận được ký hiệu là p' được tính bằng công thức:
339	mln	381	all	381	A	domain_shell|khop_dap_an	Đâu là một trong những nguyên nhân dẫn đến độc quyền?
340	mln	382	all	382	A	khop_dap_an	Về kinh tế, xuất khấu tư bản nhà nước nhằm mục đích:
341	mln	383	all	383	A	domain_shell|vai_tro_stub|khop_dap_an	Về kinh tế, xuất khẩu tư bản nhà nước thường hướng vào:
342	mln	384	all	384	A	domain_shell|vai_tro_stub|khop_dap_an	Cơ chế thị trường được Adam Smith ví như?
343	mln	385	all	385	A	domain_shell|vai_tro_stub|khop_dap_an	Sự xuất hiện của yếu tố nào làm cho quá trình quốc tế hóa, toàn cầu hóá kinh tế được đấy mạnh?
344	mln	386	all	386	C	domain_shell|vai_tro_stub|khop_dap_an	Lao động giản đơn với lao động phức tạp là:
345	mln	388	all	388	A	domain_shell|vai_tro_stub|khop_dap_an	Dịch vụ là loại hàng hóa nào?
346	mln	389	all	389	B	khop_dap_an	Đối tượng lao động trong kinh tế chính trị được hiểu là:
347	mln	390	all	390	B	khop_dap_an	Lợi nhuận là:
348	mln	391	all	391	A	domain_shell|vai_tro_stub|khop_dap_an	Giá trị của hàng hóa được tạo ra từ yếu tố nào?
349	mln	392	all	392	C	khop_dap_an	Chi phí sản xuất tư bản chủ nghĩa (k) là:
350	mln	393	all	393	A	domain_shell|vai_tro_stub|khop_dap_an	Mì ăn liền, khăn giấy, bim bim... là loại hàng hóa nào?
351	mln	394	all	394	A	domain_shell|vai_tro_stub|khop_dap_an	Khi nào tiên tệ biến thành tư bản?
352	mln	395	all	395	A	domain_shell|vai_tro_stub|khop_dap_an	Cuộc cách mạng công nghiệp lần thứ nhất diễn ra trên lĩnh vực nào?
353	mln	396	all	396	B	khop_dap_an	Hai phương pháp sản xuất giá trị thặng dư là
354	mln	397	all	397	B	khop_dap_an	Tăng trưởng kinh tế là:
355	mln	398	all	398	A	khop_dap_an	Cuộc cách mạng công nghiệp nào gắn liên với sự xuất hiện của trí tuệ nhân tạo, big data, 3D...?
356	mln	399	all	399	E	khop_dap_an	Tính định hướng xã hội chủ nghĩa của nền kinh tế thị trường Việt Nam được thể hiện ở khía cạnh nào? cũng như quản lý nhà
357	mln	400	all	400	A	domain_shell|vai_tro_stub|khop_dap_an	Xuất khẩu giá trị ra nước ngoài nhằm mục đích thu được giá trị thặng dư và các nguồn lợi khác ô các nước mà mình đầu tư 
358	mln	402	all	402	D	domain_shell|vai_tro_stub|khop_dap_an	Hình thức độc quyền nào thống nhất việc sản xuất, tiêu thụ, tài vụ đều do một ban quản trị quản lý?
359	mln	403	all	403	B	domain_shell|can_doi_chieu|so_ban_chat|khop_dap_an	Cạnh tranh giữa các ngành xảy ra khi có sự khác nhau về:
360	mln	404	all	404	A	khop_dap_an	Sản xuất giá trị thặng dư là quy luật kinh tế:
361	mln	405	all	405	D	domain_shell|vai_tro_stub|khop_dap_an	Nguyên nhân trực tiếp gây ra nạn thất nghiệp trong chủ nghĩa tư bản là?
362	mln	406	all	406	A	khop_dap_an	Các nhân tố ảnh hưởng tới tỷ suất lợi nhuận đó là
363	mln	408	all	408	A	domain_shell|vai_tro_stub|khop_dap_an	Kinh tế thị trường xuất hiện lần đầu tiên ở xã hội nào?
364	mln	409	all	409	B	khop_dap_an	(Giải thích: mầm mống → B hình thành → A) Hãy chọn phương án đúng về đặc điểm của quy luật kinh tế:
365	mln	410	all	410	A	domain_shell|khop_dap_an	Mọi hình thức lạm phát đều làm tăng:
366	mln	411	all	411	A	domain_shell|vai_tro_stub|khop_dap_an	Mô hình kinh tế thị trường định hướng xã hội chủ nghĩa ở nước ta lần đầu tiên được Đảng đưa ra tại Đại hội nào?
367	mln	412	all	412	C	domain_shell|vai_tro_stub|khop_dap_an	Mô hình kinh tế thị trường định hướng xã hội chủ nghĩa ở nước ta được chính thức nêu ra ở Đại hội nào của Đảng Cộng sản 
368	mln	414	all	414	B	khop_dap_an	Bản chất tiền công trong chủ nghĩa tư bản là:
369	mln	415	all	415	A	khop_dap_an	Điểm giống nhau giữa p (lợi nhuận) và m (giá trị thặng dư) là:
370	mln	416	all	416	B	domain_shell|vai_tro_stub|khop_dap_an	Tính chu kỳ của tuần hoàn tư bản gọi là:
371	mln	417	all	417	B	khop_dap_an	Hàng hóa sức lao động khác hàng hóa thông thường ở chỗ:
372	mln	418	all	418	C	khop_dap_an	Khẳng định nào đúng trong những khẳng định sau?
373	mln	419	all	419	AB	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Sau những năm 50 của thế ký XX, chủ nghĩa tư bàn chuyển sang chính sách thực dân mới đó là: (chọn nhiều đáp án)
374	mln	420	all	420	B	khop_dap_an	Tiến hành công nghiệp hóa theo kiếu rút ngắn so với các nước đi trước đặc biệt chúng ta cần thực hiện yêu cầu nào?
375	mln	421	all	421	B	domain_shell|vai_tro_stub	Tổng kết thực tiễn vai trò của độc quyền trong nên kinh tế các nước tư bản phát triển giai đoạn cuối thế kỳ XIX đầu thế 
376	mln	422	all	422	A	khop_dap_an	Chính sách thực dân trong thời đại chủ nghĩa đẽ quốc tư bản đã tạo ra những hình thức lệ thuộc mới có tính quá độ của cá
377	mln	423	all	423	A	khop_dap_an	Sỡ hữu độc quyền nhà nước là sự kết hợp của:
378	mln	424	all	424	C	khop_dap_an	Thế nào là lao động trừu tượng?
379	mln	425	all	425	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub	Hàng hoá có bao nhiêu thuộc tính?
380	mln	426	all	426	A	domain_shell|vai_tro_stub|khop_dap_an	Tỷ lệ giữa lao động phức tạp và lao động giản đơn tăng lên có ảnh hưởng như thế nào đến lượng giá trị được tạo ra trong 
381	mln	427	all	427	A	khop_dap_an	Nhận định nào sau đây là đúng?
382	mln	428	all	428	C	khop_dap_an	Sự phân chia tư bản thành tư bản bất biến và tư bản khả biến là để biết:
383	mln	429	all	429	C	khop_dap_an	Trên giác độ kinh tế chính trị, cầu được hiểu là
384	mln	430	all	430	A	khop_dap_an	Nguồn gốc của giá trị thặng dư có được từ đâu?
385	mln	431	all	431	A	khop_dap_an	Các công thức tính tỷ suất giá trị thặng dư dưới đây, công thức nào đúng?
386	mln	432	all	432	C	khop_dap_an	Sức lao động là:
387	mln	433	all	433	A	khop_dap_an	Tư bản cố định là:
388	mln	436	all	436	A	khop_dap_an	Hình thức tổ chức và cơ chế thống trị của tư bản tài chính trong chủ nghĩa tư bản ngày nay thay đổi là do:
389	mln	437	all	437	D	domain_shell|vai_tro_stub|khop_dap_an	Các hình thức độc quyền nào cao nhất trong các hình thức sau?
390	mln	438	all	438	A	khop_dap_an	Sự hình thành các tổ chức độc quyền dựa trên cơ sở nào?
391	mln	439	all	439	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Mua cổ phiếu, trái phiếu là hình thức đầu tư gì?
392	mln	440	all	440	A	khop_dap_an	Giá trị của hàng hoá được quyết định bởi:
393	mln	441	all	441	C	domain_shell|vai_tro_stub|khop_dap_an	Lượng giá trị của hàng hóa được đo bằng đơn vị.
394	mln	442	all	442	A	khop_dap_an	Nhận xét nào sau đây đúng về các nhân tố ảnh hưởng đến lượng giá trị hàng hoá?
395	mln	443	all	443	A	khop_dap_an	Nhận định nào sau đây đúng về tư bản cho vay?
396	mln	444	all	444	B	domain_shell|vai_tro_stub	Biểu hiện quy luật giá trị thặng dư ở trong giai đoạn chủ nghĩa tư bản độc quyền là:
397	mln	445	all	445	A	khop_dap_an	Trong quá trình sản xuất tư bản chủ nghĩa, có hai loại hao mòn đó là:
398	mln	446	all	446	A	domain_shell|can_doi_chieu|so_ban_chat|vai_tro_stub|khop_dap_an	Mô hình công nghiệp hoá của Nhật Bản và các nước công nghiệp mới gọi tắt là gì?
399	mln	447	all	447	A	khop_dap_an	Bản chất của độc quyền nhà nước trong chủ nghĩa tư bản là:
400	mln	449	all	449	A	domain_shell|vai_tro_stub|khop_dap_an	Cơ chế thị trường có sự điều tiết của nhà nước nhằm phục vụ lợi ích của ai?
401	mln	450	all	450	A	khop_dap_an	Khoa học kỹ thuật càng phát triển làm cho:
402	mln	451	all	451	A	khop_dap_an	Căn cứ vào đâu để phân chia thành tái sản xuất cá biệt và tái sản xuất xã hội?
403	mln	452	all	452	C	khop_dap_an	Loại tái sản xuất nào làm tăng sản phẩm chủ yếu do tăng năng suất lao động và hiệu quả sử dụng các nguồn luc?
404	mln	453	all	453	A	khop_dap_an	Cổ phiếu có hai loại đó là
405	mln	454	all	454	B	khop_dap_an	Khi sử dụng hàng hóa sức lao động sẽ tạo ra.
406	mln	456	all	456	B	khop_dap_an	Thế nào là tư bản cho vay?
407	mln	457	all	457	D	khop_dap_an	Đâu là nội dung cơ bản của tái sản xuất xã hội?
408	mln	458	all	458	B	khop_dap_an	Thời gian chu chuyển của tư bản được hiểu:
409	mln	459	all	459	A	khop_dap_an	Căn cứ vào đối tượng trao đổi, mua bán cụ thể có các loại thị trường nào?
410	mln	460	all	460	B	domain_shell|vai_tro_stub|khop_dap_an	Khủng hoàng kinh tế chủ nghĩa tư bản là:
411	mln	461	all	461	C	khop_dap_an	Những nhân tố ảnh hưởng đến tỷ suất lợi nhuận đó là:
412	mln	462	all	462	A	khop_dap_an	Sự hình thành độc quyền dựa trên các nguyên nhân nào sau đây?
413	mln	463	all	463	B	can_doi_chieu|so_ban_chat|khop_dap_an	Xu hướng chung của sản xuất tư bàn chủ nghĩa là:
414	mln	464	all	464	A	domain_shell|vai_tro_stub|khop_dap_an	Điều gì xảy ra nếu cung thấp hơn cầu?
415	mln	465	all	465	B	khop_dap_an	Thế nào là thời gian lao động xã hội cần thiết?
416	mln	466	all	466	A	khop_dap_an	Nguyên nhân dẫn tới hình thành các tổ chức độc quyền đa ngành đó là:
417	mln	467	all	467	B	domain_shell|vai_tro_stub|khop_dap_an	Quốc gia nào thuộc nhóm các nước công nghiệp mới (NICS)?
418	mln	468	all	468	C	khop_dap_an	Cho ví dụ: nhà tư bản đầu tư 50 USD để mua nguyên vật liệu dệt vải, tốn 5 USD cho hao mòn máy móc để dệt được 10 mét vải
419	mln	469	all	469	C	khop_dap_an	Nền kinh tế tri thức có bản chất là gì?
420	mln	470	all	470	A	khop_dap_an	Thị trường được hiểu là gì?
421	mln	471	all	471	B	khop_dap_an	Đối với hao phí lao động cá biệt, quy luật giá trị yêu cầu điều gì?
422	mln	472	all	472	B	domain_shell|vai_tro_stub|khop_dap_an	Cạnh tranh trong nội bộ ngành dẫn đến hình thành điều gì?
423	mln	474	all	474	A	khop_dap_an	Trên phương diện kinh tế chính trị, tái sản xuất là
424	mln	475	all	475	D	khop_dap_an	Theo nghĩa trửu tượng, thị trưởng được hiểu như thế nào?
425	mln	476	all	476	A	khop_dap_an	Tư bản khả biến tồn tại dưới hình thức nào?
426	mln	477	all	477	A	khop_dap_an	Cấu tạo kỹ thuật của tư bản được hiểu là
427	mln	478	all	478	A	khop_dap_an	Địa tô tư bản chủ nghĩa được hiểu là gì?
428	mln	479	all	479	A	khop_dap_an	Trong chủ nghĩa tư bản, người công nhân bán:
429	mln	480	all	480	C	domain_shell|vai_tro_stub	Trong nền kinh tế thị trưởng thì thị trường có vai trò gì?
430	mln	481	all	481	A	khop_dap_an	Trong xuất khẩu tư bản, có hai hình thức đầu tư đó là:
431	mln	482	all	482	B	domain_shell|vai_tro_stub|khop_dap_an	Khi các xí nghiệp tham gia chỉ mất độc lập về lưu thông là hình thức độc quyền nào?
432	mln	483	all	483	B	khop_dap_an	Chủ nghĩa tư bản độc quyền được xem là:
433	mln	484	all	484	A	domain_shell|vai_tro_stub|khop_dap_an	Lao động trừu tượng tạo ra
434	mln	485	all	485	D	khop_dap_an	Quy luật giá trị có tác dụng:
