subject,id,task,num,severity,flags,question
fe,352,bank300,285,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ROLLBACK does?"
fe,353,bank300,286,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Index purpose?"
fe,354,bank300,287,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","View in DB?"
fe,355,bank300,288,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","GRANT/REVOKE?"
fe,356,bank300,289,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","OLTP means?"
fe,357,bank300,290,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","ETL means?"
fe,358,bank300,291,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Bus topology weakness?"
fe,359,bank300,292,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Star topology center device often?"
fe,360,bank300,293,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Optical fiber advantage?"
fe,361,bank300,294,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Twisted pair common use?"
fe,362,bank300,295,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","CRC used for?"
fe,363,bank300,296,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Parity bit used for?"
fe,364,bank300,297,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Sliding window improves?"
fe,366,bank300,299,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_khop_dap_an_tail","ICMP used by?"
fe,367,bank300,300,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_khop_dap_an_tail","Private IP example?"
fe,368,datajfe,1,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A LAN access method circulates control information in a fixed direction. A station may transmit only after receiving this control information and gaining transm"
fe,369,datajfe,2,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An organization wants to exchange product model data using an international standard specifically intended for product model information. Which standardization "
fe,371,datajfe,4,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub","A project manager shortens an activity that is not currently on the critical path. After the change, the project completion date remains unchanged. Which explan"
fe,372,datajfe,5,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An attacker secretly intercepts data traveling across a network and steals information without necessarily modifying the transmitted data. Which computer crime "
fe,373,datajfe,6,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A software organization wants an international standard that structures lifecycle processes for acquisition, supply, development, operation, and maintenance, bu"
fe,374,datajfe,7,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is an appropriate explanation of a Java servlet?"
fe,375,datajfe,8,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub","A product vendor claims that its system provides several advanced security features. A customer needs a framework for specifying security requirements, allowing"
fe,376,datajfe,9,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A software organization requires every project to follow documented plans and ensures that requirements, work products, and services are managed. However, diffe"
fe,378,datajfe,11,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A communication protocol transmits data in frames, supports continuous transfer and full-duplex communication, and inserts a zero after a sequence of consecutiv"
fe,379,datajfe,12,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Which of the following is a purpose of use of a message digest in message authentication?"
fe,380,datajfe,13,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is software that can be used free of charge for a trial period, but if the user wishes to continue using the software after this period, "
fe,381,datajfe,14,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A network service must carry voice, video, and data using fixed-length transmission units. Connections are mapped to virtual circuits that can provide Quality o"
fe,382,datajfe,15,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A communication system must allow terminals with different transmission speeds to exchange data. Intermediate switching units may temporarily store transmitted "
fe,383,datajfe,16,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Deleting root 50 from the given BST using inorder successor results in which new root?"
fe,384,datajfe,17,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub","An organization wants to detect whether a transferred document has been altered. Management is not primarily concerned with proving who created the document. Wh"
fe,386,datajfe,19,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A security team deploys a firewall and assumes that all forms of information theft are now prevented. An attacker later obtains discarded temporary data remaini"
fe,387,datajfe,20,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A database query must combine every possible row from relation A with every possible row from relation B, without requiring matching attribute values. Which ope"
fe,388,datajfe,21,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Two transactions update different records and then each requests a lock on the record already locked by the other transaction. Neither transaction can continue."
fe,389,datajfe,22,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A transmission scheme divides the bandwidth of an analog line into several independent channels. Some capacity is intentionally left unused between adjacent cha"
fe,390,datajfe,23,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A company needs high-speed Internet access over existing telephone lines. Download traffic is expected to be much heavier than upload traffic, and performance m"
fe,391,datajfe,24,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","In an arrow diagram, two activities must preserve a dependency relationship even though no actual work, resource consumption, or processing time is required bet"
fe,392,datajfe,25,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A queue is modeled as M/M/1, but analysts discover that service times are fixed and identical for every arrival rather than randomly varying according to the as"
fe,393,datajfe,26,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A transaction processing system is described as an M/M/1 queue. During observation, analysts discover that requests are processed according to priority, and urg"
fe,395,datajfe,28,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub","A sender encrypts a message using the receiver's publicly available key. Only the receiver should be able to recover the original message. Which key is required"
fe,396,datajfe,29,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Linear Search trên N phần tử có số lần so sánh tốt nhất là:"
fe,397,datajfe,30,P0,"banned_phrase;whyWrong_khop_dap_an_tail","A distributed database update affects several database sites. The system must ensure that the update does not leave some sites committed while others remain unc"
fe,399,datajfe,32,P0,"banned_phrase;whyWrong_khop_dap_an_tail","According to ISO/IEC 27001, which best defines availability?"
fe,400,datajfe,33,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A receiving system must identify damaged frames and request retransmission when a positive acknowledgment is not received. The same layer also handles physical "
fe,401,datajfe,34,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","An organization already uses standard processes across projects and manages its processes proactively. It now selects subprocesses that strongly influence overa"
fe,402,datajfe,35,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","During a backward calculation, several activities diverge from the same node toward different later nodes. Which principle is used when determining the latest a"
fe,403,datajfe,36,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub","A transaction performs several updates and then encounters a logical program error before successful completion. Recovery uses pre-update log information to und"
fe,405,datajfe,38,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is an appropriate role of FCS in a frame that is transmitted through the HDLC procedure?"
fe,406,datajfe,39,P0,"banned_phrase;filler_phrase;domain_placeholder_shell","A company encrypts confidential files using the same secret key for both encryption and decryption. It later publishes this key so external partners can securel"
fe,407,datajfe,40,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following can be assigned to a computer as the IP address of class C?"
fe,409,fuexam,1,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A check digit for a 4-digit number abcd can be calculated as follows: mod((a*4+b*3+c*2+d*1), 10). When the check digit for the 4-digit number “7b42” is equal to"
fe,410,fuexam,2,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is an appropriate explanation of the spooling function?"
fe,411,fuexam,3,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Which of the following is a service delivery process that is defined, agreed, recorded, and managed in IT service management?"
fe,412,fuexam,4,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is an appropriate description concerning the maturity level in the staged representation of CMMI?"
fe,413,fuexam,5,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is equivalent to the result of the arithmetic expression “753₈ – A6₁₆”? Here, each number is written in radix notation; that is, the radi"
fe,414,fuexam,6,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of following statement is INCORRECT of cloud computing?"
fe,415,fuexam,7,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following statements is TRUE about the critical path in PERT?"
fe,416,fuexam,8,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub","Which of the following is the most appropriate indicator that is directly helpful in managing software quality in a system development project?"
fe,417,fuexam,9,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","The following statement is true/ false about CRM? Customer Relationship Management (CRM) is a cross-functional enterprise system driven by an integrated suite o"
fe,419,fuexam,11,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is a role of the program register (i.e., program counter) of the CPU?"
fe,420,fuexam,12,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","What is the function point value of a program that has the functions and characteristics shown in the table below? Here, the correction coefficient of complexit"
fe,421,fuexam,13,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is an appropriate technique that is used for implementing a queue as a data structure?"
fe,422,fuexam,14,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","There is a digital video recording system installed with four security cameras. In this system, the video data from each camera is captured at 30 frames per sec"
fe,423,fuexam,15,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is an appropriate combination of the fundamental object-oriented programming concepts?"
fe,424,fuexam,16,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A systems design is represented using several diagrams. When a system analyst wants to confirm the design information such as the relationships among functions "
fe,425,fuexam,17,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is a protocol for e-mail on the Internet that allows an e-mail client to access e-mail on a remote mail server?"
fe,426,fuexam,18,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Determine which type of network class and default subnet mask of this IP address belong to? IP version 4 = 216.58.221.78"
fe,427,fuexam,19,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","In a certain project, each of the 6 employee members needs to communicate on a one-to-one basis. What is the minimum number of paths needed to communicate in su"
fe,428,fuexam,20,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","The syntax rules of the field identifier ""field ID"" are represented in BNF notation as shown below. When each ID is defined as an arbitrary sequence of letters "
fe,429,fuexam,21,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A GUI screen contains a candidate list from which a user can select an item. Which of the following is an appropriate case to adopt this data entry method?"
fe,430,fuexam,22,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","When the binary tree shown in the figure below is stored in a one-dimensional array A under the following conditions, what is the array index of the node ""T""?"
fe,431,fuexam,23,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is the appropriate combination of 4 color inks or toners for a full-color printer?"
fe,434,fuexam,26,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","When the expression (A - 2 x (B + C) - D x E) x F in conventional infix notation is converted to the prefix expression, which of the following represents the re"
fe,435,fuexam,27,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Multiple directories having the names A and B are managed in the structure shown below. When the current directory is changed in order of \BA ->..\B -> \A, whic"
fe,436,fuexam,28,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Which of the following is an appropriate description in comparison of how to safeguard IC cards and magnetic cards against forgery?"
fe,437,fuexam,29,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is an appropriate description concerning a use case diagram in UML?"
fe,438,fuexam,30,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A part of a program was changed to add a new function to a system in operation. Which of the following is the most appropriate environment that is used for test"
fe,439,fuexam,31,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Which of the following is an explanation of the use case diagram shown below?"
fe,440,fuexam,32,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub","Which of the following refers to online scams where thieves attempt to entice e-mail recipients into clicking on a link that takes them to a bogus website, and "
fe,441,fuexam,33,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_khop_dap_an_tail","Which of the following is the appropriate item to be checked when the ordered software is delivered?"
fe,442,fuexam,34,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Which of the following helps improve availability?"
fe,443,fuexam,35,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is the main purpose of a penetration test?"
fe,444,fuexam,36,P0,"banned_phrase","View the picture and choose right answer. As shown in the figure below, all the lines show signs of leveling off in the control chart of a program test. Which o"
fe,445,fuexam,37,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following means product improvement, and product disposal are planned according to each stage of introduction, growth, maturity, and decline?"
fe,446,fuexam,38,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","What is the data remaining on the stack after doing the following operations, assume that from start, stack is empty? push 5 => push 10 => push 5 => pop => push"
fe,447,fuexam,39,P0,"banned_phrase","When ABC analysis is used to categorize product items in the table below, which of the following is the combination of the product numbers for the items that ar"
fe,448,fuexam,40,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is the main task of a service desk?"
fe,450,fuexam,42,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","In the RAID3 system shown below, three disks (Disks 0 through 2) for byte-striped data and one dedicated parity disk (Disk 3) are used as one volume. Parity byt"
fe,451,fuexam,43,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is the most appropriate description concerning the exclusive control of a DBMS?"
fe,452,fuexam,44,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is a protocol for e-mail on the Internet that supports not only text but other data such as audio and images through message header exten"
fe,453,fuexam,45,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","There is an 8-bit register where integers are represented in binary by using 2's complement for negative numbers. When the decimal integer ""-24"" is stored in th"
fe,454,fuexam,46,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is an activity performed during the external design phase of system development?"
fe,455,fuexam,47,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","According to a survey of 100 students, there are 40 students studying English, 30 studying French, and 25 studying Spanish. In addition, 8 students are studying"
fe,456,fuexam,48,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","When CPU processing and printing are performed for four jobs under the conditions below, how many minutes does it take to complete them from the start of the fi"
fe,457,fuexam,49,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","It focuses on system implementation behavior and is preferred over verification for the following reasons: - It facilitates the consideration of environmental f"
fe,458,fuexam,50,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is INCORRECT formular to determine break-event point?"
fe,459,fuexam,51,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Which of the following is an explanation of SFA (Sales Force Automation)?"
fe,460,fuexam,52,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","What is HDLC protocol stands for?"
fe,461,fuexam,53,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following can be achieved by using SSL/TLS?"
fe,462,fuexam,54,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","There exist the same two devices, each with an MTBF of 45 hours and an MTTR of 5 hours. What is the availability of a system that connects these TWO devices in "
fe,463,books,55,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following is a role of the program counter (program register) of the CPU?"
fe,464,books,56,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which memory type is typically the fastest for the CPU to access?"
fe,465,books,57,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","In RAID with parity, which operation is commonly used to reconstruct lost data?"
fe,466,books,58,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","What does MTBF stand for in reliability discussions?"
fe,467,books,59,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Availability of a single device is commonly approximated by which formula?"
fe,468,books,60,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Two identical devices each have availability 0.9. What is the availability if connected in series?"
fe,469,books,61,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which combination of inks is typical for full-color printing (CMYK)?"
fe,470,books,62,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","An arithmetic right shift of a negative number in 2's complement representation:"
fe,471,books,63,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which statement about IC cards vs magnetic cards is appropriate?"
fe,472,books,64,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Spooling primarily improves system efficiency by:"
fe,473,books,65,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which of the following best describes multiprogramming?"
fe,474,books,66,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A system with two devices in parallel fails only if both fail. Compared with series connection, parallel generally:"
fe,475,books,67,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which is an appropriate purpose of a system performance indicator such as throughput?"
fe,476,books,68,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Client/server architecture typically separates:"
fe,477,books,69,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which is a primary role of an operating system?"
fe,478,books,70,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Middleware is best described as:"
fe,479,books,71,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Open source software generally means:"
fe,480,books,72,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A compiler typically:"
fe,482,books,74,P0,"banned_phrase;whyWrong_khop_dap_an_tail","Why is exclusive control (locking) needed in a DBMS?"
fe,483,books,75,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Normalization in relational databases mainly aims to:"
fe,484,books,76,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A primary key must:"
fe,485,books,77,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","ACID properties of transactions include:"
fe,486,books,78,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","IPv4 address 216.58.221.78 belongs to which class (classful model) and default mask?"
fe,487,books,79,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which protocol allows a mail client to access messages on a server while typically leaving mail on the server?"
fe,488,books,80,P0,"banned_phrase;whyWrong_khop_dap_an_tail","SMTP is primarily used to:"
fe,489,books,81,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","TCP is best characterized as:"
fe,490,books,82,P0,"banned_phrase;filler_phrase;domain_placeholder_shell","DNS is used to:"
fe,491,books,83,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","HDLC stands for:"
fe,492,books,84,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub","Which OSI layer is primarily associated with end-to-end reliable transport (TCP)?"
fe,493,books,85,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Online scams that lure users to fake sites to steal credentials are called:"
fe,494,books,86,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","What can SSL/TLS primarily achieve?"
fe,495,books,87,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","The main purpose of a penetration test is to:"
fe,496,books,88,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Public-key cryptography typically uses:"
fe,497,books,89,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A firewall is mainly used to:"
fe,498,books,90,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Which is an appropriate security practice for passwords?"
fe,499,books,91,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Which technique implements a queue?"
fe,500,books,92,P0,"banned_phrase;filler_phrase;generic_concept;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A stack uses which discipline?"
fe,501,books,93,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","After push 5, push 10, push 5, pop, push 10, push 10, push 5, pop, pop (empty start), remaining bottom→top is:"
fe,502,books,94,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Binary trees can be stored in an array where children of index i are typically at:"
fe,503,books,95,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","Prefix (Polish) notation places operators:"
fe,504,books,96,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_khop_dap_an_tail","Which is a fundamental set of OOP concepts?"
fe,505,books,97,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Big-O notation is used to:"
fe,506,books,98,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Intellectual property rights generally protect:"
fe,507,books,99,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub","A license agreement for software typically:"
fe,508,books,100,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Personal data protection laws mainly aim to:"
fe,509,books,101,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Compliance in corporate IT means:"
fe,510,books,102,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;cum_can_doi_chieu;whyWrong_role_stub;whyWrong_khop_dap_an_tail","A SWOT analysis examines:"
fe,512,books,104,P0,"banned_phrase;filler_phrase;domain_placeholder_shell;whyWrong_role_stub;whyWrong_khop_dap_an_tail","Break-even point analysis is used to find:"
